problem,method,slug,init,seed,epoch,layer_idx,shape,a_target,coeff_a,coeff_b,coeff_c,n_sv,sv_min,sv_p10,sv_median,sv_p90,sv_max,top_energy_frac,effective_rank,participation_rank,tiny_frac
chirp_quadratic,FastNS Muon,fastns_muon,0,31087,250,2,32x32,3.867,3.867,-4.4,1.399,32,9.056800820417266e-08,5.193387096369407e-07,2.9037291824351996e-05,0.012265108292922393,0.9951709508895874,0.990380627729083,1.0582474100291301,1.0194330356984564,0.78125
chirp_quadratic,FastNS Muon,fastns_muon,0,31087,250,3,32x32,3.867,3.867,-4.4,1.399,32,8.085077496389204e-09,1.677984229786489e-07,9.59294879976369e-06,0.0023308739357162304,0.9999746084213257,0.9999538931761964,1.0005565982383615,1.0000922191625614,0.875
chirp_quadratic,FastNS Muon,fastns_muon,0,31087,250,4,1x32,3.867,3.867,-4.4,1.399,1,0.9999976754188538,0.9999976754188538,0.9999976754188538,0.9999976754188538,0.9999976754188538,1.0,1.0,1.0,0.0
chirp_quadratic,FastNS Muon,fastns_muon,0,31087,499,0,32x1,3.867,3.867,-4.4,1.399,1,0.9999975562095642,0.9999975562095642,0.9999975562095642,0.9999975562095642,0.9999975562095642,1.0,1.0,1.0,0.0
chirp_quadratic,FastNS Muon,fastns_muon,0,31087,499,1,32x32,3.867,3.867,-4.4,1.399,32,2.647545072065327e-09,2.588986429685747e-08,9.078659672923095e-07,0.006369647756218918,0.9838141202926636,0.9678906149411727,1.1567962060591106,1.0663273520708771,0.8125
chirp_quadratic,FastNS Muon,fastns_muon,0,31087,499,2,32x32,3.867,3.867,-4.4,1.399,32,8.484198232849849e-09,3.1038665611049514e-07,2.5839634872681927e-05,0.04812529534101494,0.7886808514595032,0.6220187536080195,2.0927144452759285,1.9295289100960227,0.71875
chirp_quadratic,FastNS Muon,fastns_muon,0,31087,499,3,32x32,3.867,3.867,-4.4,1.399,32,1.4031996897756471e-08,2.2788312037391734e-07,1.679960087130894e-05,0.03595791254192595,0.9801592230796814,0.9607134432835408,1.2064162120455109,1.0821479744621851,0.78125
chirp_quadratic,FastNS Muon,fastns_muon,0,31087,499,4,1x32,3.867,3.867,-4.4,1.399,1,0.999999463558197,0.999999463558197,0.999999463558197,0.999999463558197,0.999999463558197,1.0,1.0,1.0,0.0
chirp_quadratic,FastNS Muon,fastns_muon,1,31088,0,0,32x1,3.867,3.867,-4.4,1.399,1,0.9999790191650391,0.9999790191650391,0.9999790191650391,0.9999790191650391,0.9999790191650391,1.0,1.0,1.0,0.0
chirp_quadratic,FastNS Muon,fastns_muon,1,31088,0,1,32x32,3.867,3.867,-4.4,1.399,32,9.047591842392677e-11,1.7204411451032796e-09,1.8912905908052835e-08,0.00013768371948685886,0.999901533126831,0.9998048879686439,1.001867024351479,1.000390300393536,0.9375
chirp_quadratic,FastNS Muon,fastns_muon,1,31088,0,2,32x32,3.867,3.867,-4.4,1.399,32,5.71532708312783e-12,1.7194865864489373e-09,1.4553319438448398e-08,3.849733808465326e-05,0.9999942183494568,0.9999897076854956,1.000128671233294,1.0000205848413544,0.9375
chirp_quadratic,FastNS Muon,fastns_muon,1,31088,0,3,32x32,3.867,3.867,-4.4,1.399,32,4.181311893947104e-11,6.314626543879598e-10,1.4647488111307894e-08,1.3796959085965487e-05,0.9999983310699463,0.999998228643727,1.0000252461534915,1.0000035427188276,0.9375
chirp_quadratic,FastNS Muon,fastns_muon,1,31088,0,4,1x32,3.867,3.867,-4.4,1.399,1,0.9999992847442627,0.9999992847442627,0.9999992847442627,0.9999992847442627,0.9999992847442627,1.0,1.0,1.0,0.0
chirp_quadratic,FastNS Muon,fastns_muon,1,31088,25,0,32x1,3.867,3.867,-4.4,1.399,1,0.9999397397041321,0.9999397397041321,0.9999397397041321,0.9999397397041321,0.9999397397041321,1.0,1.0,1.0,0.0
chirp_quadratic,FastNS Muon,fastns_muon,1,31088,25,1,32x32,3.867,3.867,-4.4,1.399,32,8.916026805749766e-10,7.665377221854897e-09,1.4672072623511667e-07,0.00020086460572201777,0.999796450138092,0.9995967788294184,1.0035728602687446,1.0008067689497422,0.90625
chirp_quadratic,FastNS Muon,fastns_muon,1,31088,25,2,32x32,3.867,3.867,-4.4,1.399,32,1.7386024564469693e-10,7.265609136553053e-09,3.902138843159264e-07,0.0005735426355386157,0.9999845027923584,0.9999715318020712,1.0003450052546399,1.0000569383307156,0.90625
chirp_quadratic,FastNS Muon,fastns_muon,1,31088,25,3,32x32,3.867,3.867,-4.4,1.399,32,1.368944846369402e-09,7.25841031723462e-09,1.872888759635316e-07,0.00043599065102171205,0.9999794363975525,0.9999614244494944,1.0004415855774005,1.0000771542738676,0.90625
chirp_quadratic,FastNS Muon,fastns_muon,1,31088,25,4,1x32,3.867,3.867,-4.4,1.399,1,0.9999989867210388,0.9999989867210388,0.9999989867210388,0.9999989867210388,0.9999989867210388,1.0,1.0,1.0,0.0
chirp_quadratic,FastNS Muon,fastns_muon,1,31088,100,0,32x1,3.867,3.867,-4.4,1.399,1,0.9994504451751709,0.9994504451751709,0.9994504451751709,0.9994504451751709,0.9994504451751709,1.0,1.0,1.0,0.0
chirp_quadratic,FastNS Muon,fastns_muon,1,31088,100,1,32x32,3.867,3.867,-4.4,1.399,32,2.115817032688483e-08,1.7212094689966763e-06,5.096094901091419e-05,0.009933321876451386,0.8762314319610596,0.7679115620524017,1.7259327228161907,1.5544294315793223,0.75
chirp_quadratic,FastNS Muon,fastns_muon,1,31088,100,2,32x32,3.867,3.867,-4.4,1.399,32,3.5351195037947036e-07,7.5464507972355935e-06,0.00031292648054659367,0.0507059326395393,0.9559693336486816,0.9139955949011035,1.4319932866614484,1.1908170397269509,0.59375
chirp_quadratic,FastNS Muon,fastns_muon,1,31088,100,3,32x32,3.867,3.867,-4.4,1.399,32,7.215707853447384e-08,9.30559514245033e-07,0.0001031083520501852,0.012053497089073072,0.998620867729187,0.9972791488454763,1.0214275689605274,1.0054599408584113,0.75
chirp_quadratic,FastNS Muon,fastns_muon,1,31088,100,4,1x32,3.867,3.867,-4.4,1.399,1,0.9999831914901733,0.9999831914901733,0.9999831914901733,0.9999831914901733,0.9999831914901733,1.0,1.0,1.0,0.0
chirp_quadratic,FastNS Muon,fastns_muon,1,31088,250,0,32x1,3.867,3.867,-4.4,1.399,1,0.9999520778656006,0.9999520778656006,0.9999520778656006,0.9999520778656006,0.9999520778656006,1.0,1.0,1.0,0.0
chirp_quadratic,FastNS Muon,fastns_muon,1,31088,250,1,32x32,3.867,3.867,-4.4,1.399,32,5.1431587877459606e-09,4.8241796690717825e-08,2.762005124168354e-06,0.0008164786384440962,0.9994358420372009,0.9988813034284298,1.008931595261043,1.0022399781358406,0.90625
chirp_quadratic,FastNS Muon,fastns_muon,1,31088,250,2,32x32,3.867,3.867,-4.4,1.399,32,1.6324944951406906e-08,7.953040665142907e-07,3.408838892937638e-05,0.014901840174570701,0.998782753944397,0.9975877104978111,1.0194521860116952,1.0048392815441467,0.75
chirp_quadratic,FastNS Muon,fastns_muon,1,31088,250,3,32x32,3.867,3.867,-4.4,1.399,32,2.436781265657828e-08,4.0778978984690187e-07,1.9615365999925416e-05,0.007896215724758814,0.999502956867218,0.9990190922448654,1.0086413179019178,1.0019641795652774,0.8125
chirp_quadratic,FastNS Muon,fastns_muon,1,31088,250,4,1x32,3.867,3.867,-4.4,1.399,1,0.9999979734420776,0.9999979734420776,0.9999979734420776,0.9999979734420776,0.9999979734420776,1.0,1.0,1.0,0.0
chirp_quadratic,FastNS Muon,fastns_muon,1,31088,499,0,32x1,3.867,3.867,-4.4,1.399,1,0.9998571872711182,0.9998571872711182,0.9998571872711182,0.9998571872711182,0.9998571872711182,1.0,1.0,1.0,0.0
chirp_quadratic,FastNS Muon,fastns_muon,1,31088,499,1,32x32,3.867,3.867,-4.4,1.399,32,7.584778138891579e-09,1.125803464674391e-07,7.95005416875938e-06,0.002736410673242067,0.9942541122436523,0.9885649351704701,1.064671404670399,1.0231320762711524,0.875
chirp_quadratic,FastNS Muon,fastns_muon,1,31088,499,2,32x32,3.867,3.867,-4.4,1.399,32,1.7937188090400014e-07,2.272218785037694e-06,0.00010153945913771167,0.0222223883494735,0.9838957190513611,0.9681034328320622,1.168221655766521,1.0660732458391964,0.75
chirp_quadratic,FastNS Muon,fastns_muon,1,31088,499,3,32x32,3.867,3.867,-4.4,1.399,32,3.389098068851126e-08,1.3032019069214583e-06,4.370895658212248e-05,0.012552546616643677,0.9957774877548218,0.9916080183634189,1.0535859473486904,1.0169393389652739,0.75
chirp_quadratic,FastNS Muon,fastns_muon,1,31088,499,4,1x32,3.867,3.867,-4.4,1.399,1,0.9999966621398926,0.9999966621398926,0.9999966621398926,0.9999966621398926,0.9999966621398926,1.0,1.0,1.0,0.0
chirp_quadratic,FastNS Muon,fastns_muon,2,31089,0,0,32x1,3.867,3.867,-4.4,1.399,1,0.9999783039093018,0.9999783039093018,0.9999783039093018,0.9999783039093018,0.9999783039093018,1.0,1.0,1.0,0.0
chirp_quadratic,FastNS Muon,fastns_muon,2,31089,0,1,32x32,3.867,3.867,-4.4,1.399,32,3.529053091422263e-11,1.372179825320785e-09,2.494039819112004e-08,3.720404934028928e-05,0.9983000755310059,0.9966069810953899,1.0229738340645607,1.0068090928278104,0.90625
chirp_quadratic,FastNS Muon,fastns_muon,2,31089,0,2,32x32,3.867,3.867,-4.4,1.399,32,2.9537514101285467e-10,1.4737984721513442e-09,2.07089430048768e-08,9.646832040743923e-06,0.999917209148407,0.9998380873695437,1.0015786032507428,1.0003238777905783,0.9375
chirp_quadratic,FastNS Muon,fastns_muon,2,31089,0,3,32x32,3.867,3.867,-4.4,1.399,32,8.239012250221833e-11,1.0900683133918676e-09,2.0652740850835016e-08,3.27434090650059e-06,0.9999759197235107,0.9999554786949076,1.000491027143254,1.0000890465778163,0.9375
chirp_quadratic,FastNS Muon,fastns_muon,2,31089,0,4,1x32,3.867,3.867,-4.4,1.399,1,0.9999987483024597,0.9999987483024597,0.9999987483024597,0.9999987483024597,0.9999987483024597,1.0,1.0,1.0,0.0
chirp_quadratic,FastNS Muon,fastns_muon,2,31089,25,0,32x1,3.867,3.867,-4.4,1.399,1,0.999929666519165,0.999929666519165,0.999929666519165,0.999929666519165,0.999929666519165,1.0,1.0,1.0,0.0
chirp_quadratic,FastNS Muon,fastns_muon,2,31089,25,1,32x32,3.867,3.867,-4.4,1.399,32,9.384205634788145e-10,1.6092279331303417e-08,7.593775990244467e-07,0.001588567154249179,0.9989776611328125,0.9979701632188102,1.0148113828573995,1.0040679691210912,0.875
chirp_quadratic,FastNS Muon,fastns_muon,2,31089,25,2,32x32,3.867,3.867,-4.4,1.399,32,7.610093000209872e-09,3.220970690165359e-08,1.8388535067970224e-06,0.0018757916754111666,0.9995391368865967,0.9990913589722009,1.0074356411996854,1.0018189796329975,0.84375
chirp_quadratic,FastNS Muon,fastns_muon,2,31089,25,3,32x32,3.867,3.867,-4.4,1.399,32,2.4590260938595065e-09,1.6439773986576256e-08,1.2843233321291336e-06,0.0020064497541170596,0.9998011589050293,0.9996147583318029,1.0035197929793571,1.000770796550896,0.875
chirp_quadratic,FastNS Muon,fastns_muon,2,31089,25,4,1x32,3.867,3.867,-4.4,1.399,1,0.9999960064888,0.9999960064888,0.9999960064888,0.9999960064888,0.9999960064888,1.0,1.0,1.0,0.0
chirp_quadratic,FastNS Muon,fastns_muon,2,31089,100,0,32x1,3.867,3.867,-4.4,1.399,1,0.9998960494995117,0.9998960494995117,0.9998960494995117,0.9998960494995117,0.9998960494995117,1.0,1.0,1.0,0.0
chirp_quadratic,FastNS Muon,fastns_muon,2,31089,100,1,32x32,3.867,3.867,-4.4,1.399,32,6.3902381164382405e-09,1.6775256455048294e-07,8.509004373991047e-06,0.0027819298033136923,0.965985119342804,0.9331526726611871,1.2788534693626177,1.1425520987505833,0.875
chirp_quadratic,FastNS Muon,fastns_muon,2,31089,100,2,32x32,3.867,3.867,-4.4,1.399,32,5.374195310992036e-08,1.1710861940628092e-06,0.00010200452743447386,0.008202378917485478,0.999293863773346,0.998622800868501,1.011847633791667,1.0027591421760107,0.71875
chirp_quadratic,FastNS Muon,fastns_muon,2,31089,100,3,32x32,3.867,3.867,-4.4,1.399,32,6.742074276644416e-08,7.380780232324469e-07,5.2955056162318215e-05,0.007324750395491726,0.9983225464820862,0.9966790494064185,1.0247145816787,1.0066679367807017,0.75
chirp_quadratic,FastNS Muon,fastns_muon,2,31089,100,4,1x32,3.867,3.867,-4.4,1.399,1,0.9999864101409912,0.9999864101409912,0.9999864101409912,0.9999864101409912,0.9999864101409912,1.0,1.0,1.0,0.0
chirp_quadratic,FastNS Muon,fastns_muon,2,31089,250,0,32x1,3.867,3.867,-4.4,1.399,1,0.9999943375587463,0.9999943375587463,0.9999943375587463,0.9999943375587463,0.9999943375587463,1.0,1.0,1.0,0.0
chirp_quadratic,FastNS Muon,fastns_muon,2,31089,250,1,32x32,3.867,3.867,-4.4,1.399,32,2.3246825298084417e-10,1.61391948694245e-08,8.648053153592627e-07,0.013835911627393244,0.9771665334701538,0.9548559264014244,1.22278873728877,1.0948492420554845,0.84375
chirp_quadratic,FastNS Muon,fastns_muon,2,31089,250,2,32x32,3.867,3.867,-4.4,1.399,32,8.399464235253618e-09,1.8881139425275252e-07,8.58106295709149e-06,0.037420421838760445,0.9500228762626648,0.9025455527233812,1.4097559541361446,1.2148854644225389,0.8125
chirp_quadratic,FastNS Muon,fastns_muon,2,31089,250,3,32x32,3.867,3.867,-4.4,1.399,32,3.490416844442734e-08,1.7403348238076435e-07,7.129216783141601e-06,0.007325842278078208,0.9980455040931702,0.9960968121812607,1.0273745601074153,1.0078396009853523,0.84375
chirp_quadratic,FastNS Muon,fastns_muon,2,31089,250,4,1x32,3.867,3.867,-4.4,1.399,1,0.9999990463256836,0.9999990463256836,0.9999990463256836,0.9999990463256836,0.9999990463256836,1.0,1.0,1.0,0.0
chirp_quadratic,FastNS Muon,fastns_muon,2,31089,499,0,32x1,3.867,3.867,-4.4,1.399,1,0.9999968409538269,0.9999968409538269,0.9999968409538269,0.9999968409538269,0.9999968409538269,1.0,1.0,1.0,0.0
chirp_quadratic,FastNS Muon,fastns_muon,2,31089,499,1,32x32,3.867,3.867,-4.4,1.399,32,8.552624164437361e-10,3.175926899245951e-08,2.2832246031612158e-06,0.008154276572167886,0.9611764550209045,0.9238610821327825,1.317882636712274,1.1639731940303408,0.84375
chirp_quadratic,FastNS Muon,fastns_muon,2,31089,499,2,32x32,3.867,3.867,-4.4,1.399,32,6.681111841544407e-08,5.409305060766201e-07,3.107539305347018e-05,0.04205884821712973,0.880405843257904,0.7751159845465722,1.7608670256980135,1.5411054666612487,0.75
chirp_quadratic,FastNS Muon,fastns_muon,2,31089,499,3,32x32,3.867,3.867,-4.4,1.399,32,1.1868632299183446e-08,3.0834542030788725e-07,3.394487976038363e-05,0.07127910740673551,0.9175689220428467,0.8419351804414249,1.6566115891272688,1.3714162127610097,0.71875
chirp_quadratic,FastNS Muon,fastns_muon,2,31089,499,4,1x32,3.867,3.867,-4.4,1.399,1,0.9999990463256836,0.9999990463256836,0.9999990463256836,0.9999990463256836,0.9999990463256836,1.0,1.0,1.0,0.0
chirp_quadratic,Adaptive Dense Muon,adaptive_dense_muon,0,31187,0,0,32x1,3.87,3.867,-4.4,1.399,1,0.9999707937240601,0.9999707937240601,0.9999707937240601,0.9999707937240601,0.9999707937240601,1.0,1.0,1.0,0.0
chirp_quadratic,Adaptive Dense Muon,adaptive_dense_muon,0,31187,0,1,32x32,3.87,3.867,-4.4,1.399,32,1.611535557777266e-11,1.5484880822036474e-09,2.5285814331255096e-08,5.264033893581663e-06,0.9988741874694824,0.9977518877933752,1.016096738643078,1.0045063405565768,0.90625
chirp_quadratic,Adaptive Dense Muon,adaptive_dense_muon,0,31187,0,2,32x32,3.87,3.867,-4.4,1.399,32,2.0226674501966357e-10,1.3967804801673369e-09,2.2260516985284085e-08,1.8830835244898514e-06,0.9999198317527771,0.9998414753566433,1.0015487254161646,1.0003170996321922,0.9375
chirp_quadratic,Adaptive Dense Muon,adaptive_dense_muon,0,31187,0,3,32x32,3.87,3.867,-4.4,1.399,32,1.1336332567113416e-10,1.088630119383538e-09,2.8787896511062172e-08,5.688149443017218e-07,0.9999800324440002,0.9999619330218337,1.0004257628951314,1.000076136856655,0.9375
chirp_quadratic,Adaptive Dense Muon,adaptive_dense_muon,0,31187,0,4,1x32,3.87,3.867,-4.4,1.399,1,0.9999994039535522,0.9999994039535522,0.9999994039535522,0.9999994039535522,0.9999994039535522,1.0,1.0,1.0,0.0
chirp_quadratic,Adaptive Dense Muon,adaptive_dense_muon,0,31187,25,0,32x1,3.87,3.867,-4.4,1.399,1,0.9999440312385559,0.9999440312385559,0.9999440312385559,0.9999440312385559,0.9999440312385559,1.0,1.0,1.0,0.0
chirp_quadratic,Adaptive Dense Muon,adaptive_dense_muon,0,31187,25,1,32x32,3.87,3.867,-4.4,1.399,32,8.405771079189606e-10,9.302199366345576e-09,1.9456962263575406e-07,0.0003587315310142009,0.999409556388855,0.998821753505816,1.0091733668389211,1.0023592717445866,0.9375
chirp_quadratic,Adaptive Dense Muon,adaptive_dense_muon,0,31187,25,2,32x32,3.87,3.867,-4.4,1.399,32,1.161441942620911e-09,1.1938556543356072e-08,4.892320362159808e-07,0.0014066508098039801,0.9999704360961914,0.9999431182661916,1.0006368171974271,1.000113770558992,0.875
chirp_quadratic,Adaptive Dense Muon,adaptive_dense_muon,0,31187,25,3,32x32,3.87,3.867,-4.4,1.399,32,3.1553759605174037e-10,1.0089704804983058e-08,2.2864992388349492e-07,0.0008052578661590826,0.9999909996986389,0.9999837890999356,1.0002070389655746,1.0000324224361647,0.90625
chirp_quadratic,Adaptive Dense Muon,adaptive_dense_muon,0,31187,25,4,1x32,3.87,3.867,-4.4,1.399,1,0.9999994039535522,0.9999994039535522,0.9999994039535522,0.9999994039535522,0.9999994039535522,1.0,1.0,1.0,0.0
chirp_quadratic,Adaptive Dense Muon,adaptive_dense_muon,0,31187,100,0,32x1,3.92,3.886044,-4.449237,1.424091,1,0.9999582767486572,0.9999582767486572,0.9999582767486572,0.9999582767486572,0.9999582767486572,1.0,1.0,1.0,0.0
chirp_quadratic,Adaptive Dense Muon,adaptive_dense_muon,0,31187,100,1,32x32,3.92,3.886044,-4.449237,1.424091,32,2.7181529915765168e-08,1.1952170453355393e-07,6.021896979291341e-06,0.001526137877954172,0.9981110692024231,0.9962460741074757,1.025241693949214,1.0075363046999999,0.875
chirp_quadratic,Adaptive Dense Muon,adaptive_dense_muon,0,31187,100,2,32x32,3.92,3.886044,-4.449237,1.424091,32,6.590764201064303e-08,7.427651325997431e-07,7.979689326020889e-05,0.0074874209240079,0.9988316297531128,0.997690765336767,1.0175228739294113,1.0046301718663064,0.71875
chirp_quadratic,Adaptive Dense Muon,adaptive_dense_muon,0,31187,100,3,32x32,3.92,3.886044,-4.449237,1.424091,32,3.767417044997501e-09,4.7618966050322345e-07,2.9171843380026985e-05,0.003537734877318147,0.9998782873153687,0.999774374018644,1.002331638694628,1.0004513771908115,0.78125
chirp_quadratic,Adaptive Dense Muon,adaptive_dense_muon,0,31187,100,4,1x32,3.92,3.886044,-4.449237,1.424091,1,0.999994158744812,0.999994158744812,0.999994158744812,0.999994158744812,0.999994158744812,1.0,1.0,1.0,0.0
chirp_quadratic,Adaptive Dense Muon,adaptive_dense_muon,0,31187,250,0,32x1,3.9699999999999998,3.886044,-4.449237,1.424091,1,0.9999533891677856,0.9999533891677856,0.9999533891677856,0.9999533891677856,0.9999533891677856,1.0,1.0,1.0,0.0
chirp_quadratic,Adaptive Dense Muon,adaptive_dense_muon,0,31187,250,1,32x32,3.9699999999999998,3.886044,-4.449237,1.424091,32,7.61913288016558e-09,1.3928840729704462e-07,5.32290619048581e-06,0.003228101204149431,0.9975082278251648,0.9950476968201245,1.032245874700248,1.0099545970019215,0.875
chirp_quadratic,Adaptive Dense Muon,adaptive_dense_muon,0,31187,250,2,32x32,3.9699999999999998,3.886044,-4.449237,1.424091,32,3.318898222914868e-07,1.411260723216401e-06,7.487986476917285e-05,0.010000794194638743,0.9991050958633423,0.9982432783265435,1.0147099850467352,1.003521314536774,0.75
chirp_quadratic,Adaptive Dense Muon,adaptive_dense_muon,0,31187,250,3,32x32,3.9699999999999998,3.886044,-4.449237,1.424091,32,2.053383951761134e-08,3.615732481421219e-07,1.3691631920664804e-05,0.0018620458547957258,0.999977707862854,0.9999632518381126,1.0004534475301092,1.0000734998195724,0.84375
chirp_quadratic,Adaptive Dense Muon,adaptive_dense_muon,0,31187,250,4,1x32,3.9699999999999998,3.886044,-4.449237,1.424091,1,0.9999966025352478,0.9999966025352478,0.9999966025352478,0.9999966025352478,0.9999966025352478,1.0,1.0,1.0,0.0
chirp_quadratic,Adaptive Dense Muon,adaptive_dense_muon,0,31187,499,0,32x1,4.0,3.886044,-4.449237,1.424091,1,0.9999037384986877,0.9999037384986877,0.9999037384986877,0.9999037384986877,0.9999037384986877,1.0,1.0,1.0,0.0
chirp_quadratic,Adaptive Dense Muon,adaptive_dense_muon,0,31187,499,1,32x32,4.0,3.886044,-4.449237,1.424091,32,3.7650458750704274e-08,1.747858306089256e-07,6.577474096047808e-06,0.0016280568146612513,0.989075243473053,0.9783001695939352,1.1106475875664028,1.0443427867760189,0.875
chirp_quadratic,Adaptive Dense Muon,adaptive_dense_muon,0,31187,499,2,32x32,4.0,3.886044,-4.449237,1.424091,32,2.276172583748348e-09,2.9987303150846857e-06,0.0001308613791479729,0.015601951628923423,0.9829098582267761,0.9661783426938668,1.1702458072780242,1.070078116828569,0.6875
chirp_quadratic,Adaptive Dense Muon,adaptive_dense_muon,0,31187,499,3,32x32,4.0,3.886044,-4.449237,1.424091,32,8.432592579765696e-08,5.327616520389711e-07,2.5533936423016712e-05,0.0041015557711944,0.9982127547264099,0.9964555004845307,1.0252424112013794,1.0071166997410335,0.8125
chirp_quadratic,Adaptive Dense Muon,adaptive_dense_muon,0,31187,499,4,1x32,4.0,3.886044,-4.449237,1.424091,1,0.9999893307685852,0.9999893307685852,0.9999893307685852,0.9999893307685852,0.9999893307685852,1.0,1.0,1.0,0.0
chirp_quadratic,Adaptive Dense Muon,adaptive_dense_muon,1,31188,0,0,32x1,3.87,3.867,-4.4,1.399,1,0.9999596476554871,0.9999596476554871,0.9999596476554871,0.9999596476554871,0.9999596476554871,1.0,1.0,1.0,0.0
chirp_quadratic,Adaptive Dense Muon,adaptive_dense_muon,1,31188,0,1,32x32,3.87,3.867,-4.4,1.399,32,1.0300666569706962e-10,3.236169177078807e-09,3.8294599491450754e-08,0.0009266066358350166,0.9981613159179688,0.9963364386400603,1.024665890370518,1.0073541583648007,0.875
chirp_quadratic,Adaptive Dense Muon,adaptive_dense_muon,1,31188,0,2,32x32,3.87,3.867,-4.4,1.399,32,6.825211507077711e-10,3.088882660762238e-09,3.3786388797807376e-08,0.00025214032872895647,0.9998626112937927,0.9997317955989298,1.0024881427505588,1.0005365536414146,0.90625
chirp_quadratic,Adaptive Dense Muon,adaptive_dense_muon,1,31188,0,3,32x32,3.87,3.867,-4.4,1.399,32,6.530782858948925e-11,1.900654733599794e-09,2.6647964723736095e-08,9.611831363400847e-05,0.9999902844429016,0.9999859381035252,1.0001724420430527,1.0000281241950935,0.9375
chirp_quadratic,Adaptive Dense Muon,adaptive_dense_muon,1,31188,0,4,1x32,3.87,3.867,-4.4,1.399,1,0.9999969601631165,0.9999969601631165,0.9999969601631165,0.9999969601631165,0.9999969601631165,1.0,1.0,1.0,0.0
chirp_quadratic,Adaptive Dense Muon,adaptive_dense_muon,1,31188,25,0,32x1,3.87,3.867,-4.4,1.399,1,0.999607264995575,0.999607264995575,0.999607264995575,0.999607264995575,0.999607264995575,1.0,1.0,1.0,0.0
chirp_quadratic,Adaptive Dense Muon,adaptive_dense_muon,1,31188,25,1,32x32,3.87,3.867,-4.4,1.399,32,5.431071148365163e-09,2.491733237519611e-08,7.992061341610679e-07,0.0021623015054501628,0.9984874129295349,0.9969943621158652,1.0209005924389918,1.0060295817066436,0.875
chirp_quadratic,Adaptive Dense Muon,adaptive_dense_muon,1,31188,25,2,32x32,3.87,3.867,-4.4,1.399,32,3.7127958485427826e-09,2.1766020807945097e-08,1.1200735059446743e-06,0.002135116682620722,0.9994347095489502,0.9988827849369636,1.0090110064140647,1.0022370551606896,0.875
chirp_quadratic,Adaptive Dense Muon,adaptive_dense_muon,1,31188,25,3,32x32,3.87,3.867,-4.4,1.399,32,4.016877941381836e-09,1.9259137395977177e-08,9.660467128469463e-07,0.0019215353706385965,0.9997655749320984,0.9995441761885107,1.0042598581400584,1.0009121458425925,0.875
chirp_quadratic,Adaptive Dense Muon,adaptive_dense_muon,1,31188,25,4,1x32,3.87,3.867,-4.4,1.399,1,0.9999932646751404,0.9999932646751404,0.9999932646751404,0.9999932646751404,0.9999932646751404,1.0,1.0,1.0,0.0
chirp_quadratic,Adaptive Dense Muon,adaptive_dense_muon,1,31188,100,0,32x1,3.92,3.886044,-4.449237,1.424091,1,0.9997140169143677,0.9997140169143677,0.9997140169143677,0.9997140169143677,0.9997140169143677,1.0,1.0,1.0,0.0
chirp_quadratic,Adaptive Dense Muon,adaptive_dense_muon,1,31188,100,1,32x32,3.92,3.886044,-4.449237,1.424091,32,8.43435827846406e-08,3.7981946263698776e-07,2.4337413378816564e-05,0.002414153644349427,0.9986792206764221,0.9974096796710324,1.0188380549909306,1.0051948351394508,0.8125
chirp_quadratic,Adaptive Dense Muon,adaptive_dense_muon,1,31188,100,2,32x32,3.92,3.886044,-4.449237,1.424091,32,5.121519208728387e-08,5.1664345846802465e-06,0.0002387825516052544,0.030122043564915692,0.9953784942626953,0.9908631621156566,1.0644141502816007,1.0184919480247838,0.65625
chirp_quadratic,Adaptive Dense Muon,adaptive_dense_muon,1,31188,100,3,32x32,3.92,3.886044,-4.449237,1.424091,32,2.984318712151435e-07,1.3366117741497874e-06,9.272367242374457e-05,0.008688943460583692,0.9981253743171692,0.9962903070592589,1.0271312562007873,1.0074512718396562,0.75
chirp_quadratic,Adaptive Dense Muon,adaptive_dense_muon,1,31188,100,4,1x32,3.92,3.886044,-4.449237,1.424091,1,0.9999834299087524,0.9999834299087524,0.9999834299087524,0.9999834299087524,0.9999834299087524,1.0,1.0,1.0,0.0
chirp_quadratic,Adaptive Dense Muon,adaptive_dense_muon,1,31188,250,0,32x1,3.9699999999999998,3.886044,-4.449237,1.424091,1,0.9999523758888245,0.9999523758888245,0.9999523758888245,0.9999523758888245,0.9999523758888245,1.0,1.0,1.0,0.0
chirp_quadratic,Adaptive Dense Muon,adaptive_dense_muon,1,31188,250,1,32x32,3.9699999999999998,3.886044,-4.449237,1.424091,32,1.8388313094419573e-08,1.4597656701198504e-07,5.798277925350703e-06,0.0007710442121606323,0.9806186556816101,0.9616293780355682,1.1768627827146563,1.0796776386377833,0.90625
chirp_quadratic,Adaptive Dense Muon,adaptive_dense_muon,1,31188,250,2,32x32,3.9699999999999998,3.886044,-4.449237,1.424091,32,2.9636098020091595e-09,2.337638238714135e-06,0.00011178370914421976,0.008071632497012619,0.9858282804489136,0.9718957632365913,1.139208480664679,1.0578072811664465,0.75
chirp_quadratic,Adaptive Dense Muon,adaptive_dense_muon,1,31188,250,3,32x32,3.9699999999999998,3.886044,-4.449237,1.424091,32,4.368815709199225e-08,2.0849821112278734e-06,0.0001029307532007806,0.01023088013753296,0.9764066934585571,0.953420939932338,1.2128044203969146,1.0975626213070702,0.6875
